store,websites,sku,cost,price,shipping_days,shipping_time_filter,description
"store_us,global_m_sv","app_us,global_m_web",SH2243PINL,12500,455,30,4 to 5 Weeks,"Pink and beige shaded net gown with neon pink thread embroidery, metallic work and stone-studded bodice jacket. It comes with chantilly lace lining.<ul><li>Color: Pink, Beige</li><li>Made to Order Color Option: Yellow, Beige</li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Net</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",SH2243PINXL,12500,455,30,4 to 5 Weeks,"Pink and beige shaded net gown with neon pink thread embroidery, metallic work and stone-studded bodice jacket. It comes with chantilly lace lining.<ul><li>Color: Pink, Beige</li><li>Made to Order Color Option: Yellow, Beige</li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Net</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",SH2243PIN,12500,455,30,4 to 5 Weeks,"Pink and beige shaded net gown with neon pink thread embroidery, metallic work and stone-studded bodice jacket. It comes with chantilly lace lining.<ul><li>Color: Pink, Beige</li><li>Made to Order Color Option: Yellow, Beige</li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Net</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",SH2244YELS,12500,455,30,4 to 5 Weeks,"Yellow net jacket adorned with gota handwork. It comes with a net dupatta and satin lycra, net pants.<ul><li>Color: Yellow</li><li>Made to Order Color Option: </li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Jacket & Dupatta: Net, Pants: Satin Lycra, Net</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",SH2244YELM,12500,455,30,4 to 5 Weeks,"Yellow net jacket adorned with gota handwork. It comes with a net dupatta and satin lycra, net pants.<ul><li>Color: Yellow</li><li>Made to Order Color Option: </li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Jacket & Dupatta: Net, Pants: Satin Lycra, Net</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",SH2244YELL,12500,455,30,4 to 5 Weeks,"Yellow net jacket adorned with gota handwork. It comes with a net dupatta and satin lycra, net pants.<ul><li>Color: Yellow</li><li>Made to Order Color Option: </li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Jacket & Dupatta: Net, Pants: Satin Lycra, Net</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",SH2244YELXL,12500,455,30,4 to 5 Weeks,"Yellow net jacket adorned with gota handwork. It comes with a net dupatta and satin lycra, net pants.<ul><li>Color: Yellow</li><li>Made to Order Color Option: </li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Jacket & Dupatta: Net, Pants: Satin Lycra, Net</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",SH2244YEL,12500,455,30,4 to 5 Weeks,"Yellow net jacket adorned with gota handwork. It comes with a net dupatta and satin lycra, net pants.<ul><li>Color: Yellow</li><li>Made to Order Color Option: </li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Jacket & Dupatta: Net, Pants: Satin Lycra, Net</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",SH2264BEIS,13500,491,30,4 to 5 Weeks,"Beige thread-embroidered anarkali with golden sequinned inner, blue velvet yoke with gota and metallic embroidered belt. It includes a lycra churidar and net dupatta with velvet border and sequins.<ul><li>Color: Beige, Blue, Golden</li><li>Made to Order Color Option: Beige, Maroon</li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali: Velvet Yoke, Net Embroidery, Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",SH2264BEIM,13500,491,30,4 to 5 Weeks,"Beige thread-embroidered anarkali with golden sequinned inner, blue velvet yoke with gota and metallic embroidered belt. It includes a lycra churidar and net dupatta with velvet border and sequins.<ul><li>Color: Beige, Blue, Golden</li><li>Made to Order Color Option: Beige, Maroon</li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali: Velvet Yoke, Net Embroidery, Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",SH2264BEIL,13500,491,30,4 to 5 Weeks,"Beige thread-embroidered anarkali with golden sequinned inner, blue velvet yoke with gota and metallic embroidered belt. It includes a lycra churidar and net dupatta with velvet border and sequins.<ul><li>Color: Beige, Blue, Golden</li><li>Made to Order Color Option: Beige, Maroon</li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali: Velvet Yoke, Net Embroidery, Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",SH2264BEIXL,13500,491,30,4 to 5 Weeks,"Beige thread-embroidered anarkali with golden sequinned inner, blue velvet yoke with gota and metallic embroidered belt. It includes a lycra churidar and net dupatta with velvet border and sequins.<ul><li>Color: Beige, Blue, Golden</li><li>Made to Order Color Option: Beige, Maroon</li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali: Velvet Yoke, Net Embroidery, Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",SH2264BEI,13500,491,30,4 to 5 Weeks,"Beige thread-embroidered anarkali with golden sequinned inner, blue velvet yoke with gota and metallic embroidered belt. It includes a lycra churidar and net dupatta with velvet border and sequins.<ul><li>Color: Beige, Blue, Golden</li><li>Made to Order Color Option: Beige, Maroon</li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali: Velvet Yoke, Net Embroidery, Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",SH2269PINS,8000,291,30,4 to 5 Weeks,"Pink one-shoulder net gown adorned with metallic embroidery and gemstones.<ul><li>Color: Pink</li><li>Made to Order Color Option: Light Peach, Bottle Green</li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Net</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",SH2269PINM,8000,291,30,4 to 5 Weeks,"Pink one-shoulder net gown adorned with metallic embroidery and gemstones.<ul><li>Color: Pink</li><li>Made to Order Color Option: Light Peach, Bottle Green</li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Net</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",SH2269PINL,8000,291,30,4 to 5 Weeks,"Pink one-shoulder net gown adorned with metallic embroidery and gemstones.<ul><li>Color: Pink</li><li>Made to Order Color Option: Light Peach, Bottle Green</li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Net</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",SH2269PINXL,8000,291,30,4 to 5 Weeks,"Pink one-shoulder net gown adorned with metallic embroidery and gemstones.<ul><li>Color: Pink</li><li>Made to Order Color Option: Light Peach, Bottle Green</li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Net</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",SH2269PIN,8000,291,30,4 to 5 Weeks,"Pink one-shoulder net gown adorned with metallic embroidery and gemstones.<ul><li>Color: Pink</li><li>Made to Order Color Option: Light Peach, Bottle Green</li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Net</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",SH2271ORAS,9999,364,30,4 to 5 Weeks,"Orange net anarkali with gota work. It comes with a matching lycra churidar and net dupatta.<ul><li>Color: Orange</li><li>Made to Order Color Option: </li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",SH2271ORAM,9999,364,30,4 to 5 Weeks,"Orange net anarkali with gota work. It comes with a matching lycra churidar and net dupatta.<ul><li>Color: Orange</li><li>Made to Order Color Option: </li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",SH2271ORAL,9999,364,30,4 to 5 Weeks,"Orange net anarkali with gota work. It comes with a matching lycra churidar and net dupatta.<ul><li>Color: Orange</li><li>Made to Order Color Option: </li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",SH2271ORAXL,9999,364,30,4 to 5 Weeks,"Orange net anarkali with gota work. It comes with a matching lycra churidar and net dupatta.<ul><li>Color: Orange</li><li>Made to Order Color Option: </li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",SH2271ORA,9999,364,30,4 to 5 Weeks,"Orange net anarkali with gota work. It comes with a matching lycra churidar and net dupatta.<ul><li>Color: Orange</li><li>Made to Order Color Option: </li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",SH2268BLUS,8500,309,30,4 to 5 Weeks,"Blue dupion silk shirt with sequins and metallic embroidery. It comes with a matching dupion silk pants and georgette dupatta.<ul><li>Color: Blue</li><li>Made to Order Color Option: Parrot Green</li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Shirt & Pants: Dupion Silk, Dupatta: Georgette</li><li>Care: Dry Clean Only</li><li>Weight  (GRAMS): NA</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",SH2268BLUM,8500,309,30,4 to 5 Weeks,"Blue dupion silk shirt with sequins and metallic embroidery. It comes with a matching dupion silk pants and georgette dupatta.<ul><li>Color: Blue</li><li>Made to Order Color Option: Parrot Green</li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Shirt & Pants: Dupion Silk, Dupatta: Georgette</li><li>Care: Dry Clean Only</li><li>Weight  (GRAMS): NA</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",SH2268BLUL,8500,309,30,4 to 5 Weeks,"Blue dupion silk shirt with sequins and metallic embroidery. It comes with a matching dupion silk pants and georgette dupatta.<ul><li>Color: Blue</li><li>Made to Order Color Option: Parrot Green</li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Shirt & Pants: Dupion Silk, Dupatta: Georgette</li><li>Care: Dry Clean Only</li><li>Weight  (GRAMS): NA</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",SH2268BLUXL,8500,309,30,4 to 5 Weeks,"Blue dupion silk shirt with sequins and metallic embroidery. It comes with a matching dupion silk pants and georgette dupatta.<ul><li>Color: Blue</li><li>Made to Order Color Option: Parrot Green</li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Shirt & Pants: Dupion Silk, Dupatta: Georgette</li><li>Care: Dry Clean Only</li><li>Weight  (GRAMS): NA</li></ul>"
"store_us,global_m_sv","app_us,global_m_web",SH2268BLU,8500,309,30,4 to 5 Weeks,"Blue dupion silk shirt with sequins and metallic embroidery. It comes with a matching dupion silk pants and georgette dupatta.<ul><li>Color: Blue</li><li>Made to Order Color Option: Parrot Green</li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Shirt & Pants: Dupion Silk, Dupatta: Georgette</li><li>Care: Dry Clean Only</li><li>Weight  (GRAMS): NA</li></ul>"
